id,Project Name,Number of dependencies with vulnerabilities (Before),Number of dependencies with vulnerabilities (After),Number of vulnerabilities (Before),Number of vulnerabilities (After),Low vulnerabilities (Before),Low vulnerabilities (After),Medium vulnerabilities (Before),Medium vulnerabilities (After),High vulnerabilities (Before),High vulnerabilities (After),Critical vulnerabilities (Before),Critical vulnerabilities (After),Build Tool, Tests,Project Type,Execution Time (s),Artifacts,Improved
1658,DaliaW_The-Gaming-Platform,26,3,1627,121,91,10,587,71,744,30,205,10,maven,false,open source,616,1d54dbe25019a4e152a3a233c70b766ff5145ffd,improvement
1660,EduardoUT_ConversorMoneda-ONE-Alura_Challenge,0,0,0,0,0,0,0,0,0,0,0,0,maven,true,open source,63,a4fca5f5a2f47bb61516091ff6089260a4230da0,no improvement
1661,javiertuya_samples-test-spring,6,6,65,65,8,8,25,25,31,31,1,1,maven,false,open source,160,ee033dc2051ea1f4a89b3403a34416f521d62550,no improvement
1663,slamapp_server,21,16,529,380,26,21,178,139,246,171,79,49,maven,false,open source,1374,fb79977f8acb6abb6dda4f148ff79cc5694fbe18,improvement
1682,blue-farid_BlueAnonymousBot,11,11,187,156,16,16,81,61,80,72,10,7,maven,false,open source,986,2f81489c4e3f346c4c2a0fb64c2bf8efa815e4b1,improvement
1683,b1ackc4t_Assassin,3,1,19,1,1,0,6,1,10,0,2,0,maven,false,open source,87,94df3767e158022fabb70cb4f61f2dafcfbf1721,improvement
1684,eclipse-jbom_jbom,2,1,3,1,0,0,0,0,3,1,0,0,maven,true,open source,144,f994c90efcc66dc0c79004fbc82d16dc1e9f2e33,improvement
1685,PhonePe_mustang,5,1,13,1,2,0,6,1,5,0,0,0,maven,true,open source,216,3d802cc130b5708f1f339b31cc9448f57aa1b207,improvement
1689,ffffffff0x_JVWA,11,11,361,361,19,19,113,113,186,186,43,43,maven,false,open source,2062,448f659d9d98023a104022d638cd38d6d843b7e8,no improvement
1695,eclipse-ee4j_expressly,0,0,0,0,0,0,0,0,0,0,0,0,maven,true,open source,60,1e1a72d59e1fe38b4d2b9f50da7efe3a70d08c2e,no improvement
1707,PhaerisWakfu_scindapsus,27,8,1409,66,126,8,600,27,628,29,55,2,maven,false,open source,915,96d1a184b3d5fa978935263e2909cb945d4d86b9,improvement
1708,zhining-lu_netty-quic-proxy,4,2,17,8,0,0,12,8,5,0,0,0,maven,false,open source,87,35778356878d9194deace08dd56afc1435d935cc,improvement
1714,AlphaSerpentis_SqueethDiscordBot,2,0,14,0,0,0,10,0,4,0,0,0,maven,false,open source,100,4207bcbc568cb232d5d7e792211d7a0bd8f77815,improvement
1715,davidmoten_plantuml-maven-plugin,2,2,4,4,0,0,1,1,2,2,1,1,maven,false,open source,84,3a7bba0158ecfb98a2ec4600f30c148b69a887a6,no improvement
1716,LambdaTest_testng-selenium-hyperexecute-sample,8,2,23,5,4,1,11,2,5,2,3,0,maven,false,open source,145,00c2d893a936a9db86c772e238618f213ab2e499,improvement
1720,qq253498229_spring-boot-oauth2-example,14,8,634,136,42,14,244,46,266,52,82,24,maven,false,open source,1228,114efae40c3a5c00832fa63071d70715cd938cc3,improvement
1726,Cybertek-B24_B24-RestAssured,3,0,18,0,1,0,5,0,12,0,0,0,maven,false,open source,80,fa58ac8b43ddd91027bbdfe05d114120c9e99385,improvement
1728,smmdwa_CronMan,10,2,417,5,30,2,189,1,174,2,24,0,maven,false,open source,331,973f8de87c8a00646934fed90084c7334d408d84,improvement
1729,Youngerjesus_refactoring-2nd-edition,2,0,54,0,5,0,28,0,19,0,2,0,maven,true,open source,86,5723cbf93dbb11e95df73a40c27512c0948e0e8a,improvement
1730,dvgaba_easy-rules,2,0,10,0,1,0,5,0,4,0,0,0,maven,false,open source,111,6a8c41077868efb246a741976ef06c7d00b40cf5,improvement
1732,threedr3am_dubbo-exp,8,4,106,85,3,3,37,34,35,26,31,22,maven,true,open source,567,610581194846d6cc6624c8385f1dc470803c45dd,improvement
1736,KillBait_AutoDrive_Course_Editor,0,0,0,0,0,0,0,0,0,0,0,0,maven,false,open source,69,f7064ee9d9ebf8f73640260ecc096439c5ee8876,no improvement
1737,correctexam_corrigeExamBack,0,0,0,0,0,0,0,0,0,0,0,0,maven,true,open source,485,aababc1315c3d07ced53ecda38fa25119783e773,no improvement
1738,sosolog_Dingco,15,12,364,194,24,21,134,83,164,81,42,9,maven,false,open source,1392,57c964c76f41c449f756499206a719b85fb3c44b,improvement
1741,basonjui_hexagon-grid-system,1,1,7,7,2,2,4,4,1,1,0,0,maven,true,open source,56,25dce69ea88ec130c741374f43e9cbfdde191b8b,no improvement
1756,cdhaichuang_haichuangframework,26,21,2118,1991,116,110,895,835,900,848,207,198,maven,false,open source,25795,f6dbf53513f22f95ceb1922f403f60ed76d61008,improvement
1758,LianTianNo1_wiki,13,10,430,227,25,20,192,103,190,97,23,7,maven,false,open source,1320,2dd00b21b795806087d208e168e65afef36c727e,improvement
1763,joseluisgs_ProgServiciosProcesos-02-Ejercicios-2021-2022,0,0,0,0,0,0,0,0,0,0,0,0,maven,false,open source,39,4355d20e0d2512f0bdcf1ea080bf95859058544c,no improvement
1764,zty-f_JavaSE,0,0,0,0,0,0,0,0,0,0,0,0,maven,false,open source,40,711ec8f1bc51ad25db0d970160ac3bda5b6524da,no improvement
1765,ZaTribune_springboot-jasperreports-advanced-demo,10,6,32,17,7,3,8,4,17,10,0,0,maven,true,open source,265,8b2231184f16721ba691c29eb72589f2063fbdf0,improvement
1766,andresWeitzel_Api_Rest_Spring_Productos,8,5,243,93,11,5,80,16,116,52,36,20,maven,false,open source,234,278def27122de69b9d2d23cde6e4dae4008b9cb9,improvement
1769,karantes_REST-Spring,9,8,309,271,15,13,115,98,140,124,39,36,maven,true,open source,926,87ba757743006cf2dd9e8c388650cef9b6e6ebf4,improvement
1770,CodinGame_SpringChallenge2022,3,3,61,33,6,0,22,11,26,21,7,1,maven,false,open source,65,760e72039b4150871cd741639ee2c4cc947d360d,improvement
1772,dbgee_log4j2_rce,3,2,89,83,7,6,36,35,37,36,9,6,maven,true,open source,352,655c1cbe34a12bbf4450d76a9b40b8f44830039f,improvement
1773,ecovaci_winfoom,8,5,82,76,8,8,36,34,33,31,5,3,maven,true,open source,843,671c931f233ea9c60e0d538b2f5adcc1f0791958,improvement
2599,TripleYuan_rc-initializr,4,2,139,85,9,5,57,36,62,38,11,6,maven,false,open source,295,9f40c2069244e83a7e523e995773cf0112810e27,improvement
2600,kaijunisme_spring-boot-demo,8,1,210,1,15,0,100,0,83,1,12,0,maven,false,open source,141,e74fd991d2a6dec2df24ca0a37327f6c0a814e99,improvement
2601,shaoxiongdu_SupermarketCashRegisterSystem,1,1,9,3,1,1,2,1,6,1,0,0,maven,false,open source,59,a1e843cda7ee91b478ff17566d297434fbbb34a1,improvement
2603,qwe1187292926_LanzouHelper,4,1,7,1,0,0,5,1,0,0,2,0,maven,false,open source,64,ed5db3d1c3d2a271fbf54ba4008316adca9d4227,improvement
2605,Freedy001_FNU,3,1,13,1,1,0,8,1,4,0,0,0,maven,false,open source,87,bdea2b11b46030ac09fc3b6fb8de4dc4006d207c,improvement
2606,timtebeek_kafka-dead-letter-publishing,4,4,13,13,1,1,9,9,3,3,0,0,maven,false,open source,88,e58649099b21ed87a80acda40ff85fa80e310836,no improvement
2608,codingspecialist_-Springboot-Security-OAuth2.0-V3,9,3,253,3,16,0,109,2,104,1,24,0,maven,false,open source,136,d48d7c8af265ec5d015ed80f20f5d3d5ab30316f,improvement
2612,marhali_json5-java,0,0,0,0,0,0,0,0,0,0,0,0,maven,true,open source,69,d220224342fac20d9636fe37b6379afe2faef53e,no improvement
2614,CarlosLoorB_ProyectoPOO,1,0,2,0,1,0,1,0,0,0,0,0,maven,false,open source,53,dd00d1545c8898dc44762abefcbb8a7409c0ed49,improvement
2621,theodoretsai_java-FFmpeg-wrapper,1,0,6,0,1,0,3,0,2,0,0,0,maven,true,open source,66,0efbf6cf46c347ace918d5e17b8fa9fabfd44c95,improvement
2623,vadeghar_option-chain,7,1,204,1,13,0,90,0,86,1,15,0,maven,false,open source,146,bbd9114cf2db0d4983be41cc3f65663765c0151e,improvement
2624,patricklaux_perfect-code,0,0,0,0,0,0,0,0,0,0,0,0,maven,true,open source,50,ea4c952b42f69494f499c34e51d5522509feefc4,no improvement
2625,MCUmbrella_WordleHelper,0,0,0,0,0,0,0,0,0,0,0,0,maven,false,open source,51,350a8638674ce6b79643af9f60156ec56e8dbd49,no improvement
2626,Almadavic_SchoolSystem,11,11,270,263,16,16,91,90,132,126,31,31,maven,false,open source,1133,1a02908fc83248a44df7adcdf8c93f9401b0e5e6,improvement
2629,kaiofelixdeoliveira_clean-architeture-album,7,7,233,95,14,12,86,36,99,42,34,5,maven,true,open source,464,b5d7a7cdf4e55b73460975a8919420f04955a1af,improvement
2634,Rvn0xsy_DumperAnalyze,0,0,0,0,0,0,0,0,0,0,0,0,maven,false,open source,52,dfd515c2086ae5a12d075b81704a264e82b260c1,no improvement
2643,ddsuc3m_uponor-floorheating,1,1,7,1,0,0,5,0,2,1,0,0,maven,false,open source,63,f7250dec62393bd0f3d112d8a0e8a66c565f97d3,improvement
2644,kevinleeex_redeq,5,1,125,19,1,0,60,9,59,9,5,1,maven,false,open source,125,a0ed1ed84744348f691f84bd1087228fe1267580,improvement
2645,760006458_task,4,2,42,17,3,2,16,8,20,7,3,0,maven,false,open source,220,7c2f0cc994b9854557fa0108d93bce9d7ef0e382,improvement
2646,chenglun11_DormitoryCMS,8,8,248,223,13,13,89,74,116,109,30,27,maven,false,open source,927,d185eb6c03916e2314a259865634ece9a6139df8,improvement
2647,yoandypv_todo-api,6,6,210,85,12,10,63,33,102,37,33,5,maven,true,open source,460,274053972ff59444f977a6d66555b7f0a8a0971f,improvement
2649,asecurityguru_devsecops-github-actions-all,3,1,23,8,1,0,11,2,10,6,1,0,maven,true,open source,94,ca359521c1929b94e55395f21fe74e246a32e643,improvement
2650,tucke_java-jtt809-2011,3,0,17,0,1,0,13,0,3,0,0,0,maven,false,open source,101,416eed913c646f568d7d3613a7ee626ba8ba68e1,improvement
2651,redis-developer_redis-om-spring-skeleton-app,4,2,56,32,6,4,21,13,26,14,3,1,maven,false,open source,587,08b0dea86392c29907bbfa118f8352b56b0e5db4,improvement
2652,hamitmizrak_PatikaSpringFramework,0,0,0,0,0,0,0,0,0,0,0,0,maven,false,open source,64,e8639444cf8a35d824368837ad4f8c2c8ab8a43f,no improvement
2655,ankit417_secugen-fingerprint,2,0,78,0,6,0,31,0,35,0,6,0,maven,true,open source,88,95061eb3affcf42952e72bb3da102fa8d579bf84,improvement
2656,greycode_ocrlite,0,0,0,0,0,0,0,0,0,0,0,0,maven,false,open source,61,bee56bb9cb406e42ba8647f59f3ad1a00af0fbe1,no improvement
2657,dvduardo_SerenityBDD,6,0,351,0,16,0,169,0,150,0,16,0,maven,false,open source,261,b62fd0a22e571ad84f7d6625c784abfefd4be394,improvement
2658,Azure-Samples_cosmosdb-springboot-aks,4,4,128,101,10,10,58,46,56,42,4,3,maven,false,open source,492,fdf62a5a3b577f0f3ea80f558fc5fa15814f3faa,improvement
2660,TheGeekPharaoh_asc4j,3,0,32,0,1,0,15,0,16,0,0,0,maven,false,open source,124,a37114e1ea4be852fbeeea6d0c77160a6a840923,improvement
2663,AndyReckt_Midnight,1,0,2,0,0,0,0,0,2,0,0,0,maven,false,open source,63,41afb6d9dd276c311e829bec9389dded65c5609f,improvement
1,huanfenz_Exam,9,4,195,25,13,1,80,10,90,13,12,1,maven,false,open source,205,b554fa304f0bf89c3aaa39815bed68bf1a90e432,improvement
6,RavaMichi_OOP21-Dont-Pop,1,0,1,0,1,0,0,0,0,0,0,0,maven,true,open source,323,90d57519fe12b844e9c953f255fe30f24e26a70e,improvement
14,bbaga_github-scheduled-reminder-app,8,5,64,55,11,10,22,20,30,24,1,1,maven,true,open source,491,881d3dac1fc18e8cb8fb8f92e791e623bda4acbe,improvement
18,vinceh121_nebula2-assets-extractor,0,0,0,0,0,0,0,0,0,0,0,0,maven,true,open source,61,852570d0b9f33f83b3394962bcc9147dcfbb04ac,no improvement
19,souris-dev_samosac-jvm,2,0,2,0,0,0,0,0,1,0,1,0,maven,true,open source,262,bd30b0e2989bcabdcdd16cedeee48546b96efa9f,improvement
17,npedidos_rest-api,7,6,93,79,9,8,36,32,44,35,4,4,maven,true,open source,706,ac6424e5feeaaf393a8cbe8e490fa19f03551984,improvement
32,heyrmi_API-Testing-Framework,5,1,24,8,2,0,11,5,11,3,0,0,maven,false,open source,181,f7a18c623871a0712b004848cca4f40259437d02,improvement
2,keven1z_DHook,8,4,139,92,9,8,61,36,60,42,9,6,maven,false,open source,828,c58a24ca3f845695941806528bd5b6cfdfb89d31,improvement
3,cn-panda_logbackRceDemo,2,0,83,0,6,0,35,0,36,0,6,0,maven,true,open source,91,c1cdbe3fe3ed3e92a297295d8470f064a753073f,improvement
1,Silwings-git_fast_responder,8,8,204,171,13,13,89,78,91,72,11,8,maven,true,open source,1038,dd4f5e1861426faedecdc98e3f2d041764433245,improvement
8,pfichtner_log4shell-hunter,0,0,0,0,0,0,0,0,0,0,0,0,maven,true,open source,74,eb65a37e648920b0badc706db0cd88c8feb94d1b,no improvement
18,Ontotext-AD_kafka-sink-graphdb,22,5,114,86,4,3,28,20,54,37,28,26,maven,true,open source,980,66a1c774d62b85b07f5106ea79b1368b9ddf14b6,improvement
20,sornerol_chess-com-pubapi-java-wrapper,0,0,0,0,0,0,0,0,0,0,0,0,maven,false,open source,116,402c89945536dffcd95a7655bf83e6c5d903960e,no improvement
9,lijunping365_open-starters,20,20,523,523,38,38,215,215,265,265,5,5,maven,false,open source,3542,5735d746886b1267968b5fc97386dd901a48c7ce,no improvement
21,zhao-rgb_daily-practice,20,14,344,199,18,17,124,94,158,76,44,12,maven,true,open source,2070,d7a35b035c72996b88465cd96db418357b4a1e6d,improvement
24,renfei_ip2location,0,0,0,0,0,0,0,0,0,0,0,0,maven,false,open source,58,3a4eac204af850e5f05f872928358bf68dfd95c2,no improvement
26,caberger_leocloud,11,0,128,0,1,0,72,0,54,0,1,0,maven,false,open source,385,299bc4af4e5c1ccced0248a0b74a39bd6a3045ff,improvement
28,Jackisome_MikufunBackend,12,8,208,165,13,12,94,77,88,67,13,9,maven,true,open source,1500,eef4dab97083db4c35dc3c9baf8115036d7379ff,improvement
32,MikhailSterkhov_Recon,0,0,0,0,0,0,0,0,0,0,0,0,maven,false,open source,48,6f05887e83969917860933f8ca1cb19f013cbb30,no improvement
30,norberttalpos_ev-charger-app,16,9,414,103,26,9,155,50,178,37,55,7,maven,false,open source,1609,f0475979ecdba38241416cebcbad386857de758d,improvement
39,miroapp_miro-plantuml,10,5,144,31,13,3,65,16,63,12,3,0,maven,false,open source,1060,3567da43576f7165ba457c7abd862cb77650a3f9,improvement
47,OBezpoiasnyi_ProjectGroup5,3,1,42,6,5,1,24,4,11,1,2,0,maven,true,open source,86,37bdeea98346a700846cb149e02c116d2c2127a6,improvement
42,furkanisitan_country-city-api,6,6,157,146,11,11,63,61,70,63,13,11,maven,true,open source,701,7bf3f8c36544371ba18e88adf942b5b44604bfbb,improvement
51,ghsmith_SVSUtil,1,1,2,2,0,0,2,2,0,0,0,0,maven,false,open source,62,e1182b43cc1971a81628b38e3dc39b48fe281fea,no improvement
49,vaadin_flow-quickstart-tutorial,1,1,38,6,4,1,22,4,10,1,2,0,maven,false,open source,169,dd3797e550641692a373df3fddce34ae2869deb8,improvement
56,kaiguoyuanshuai_webdav-aliyundriver,3,1,90,3,6,0,40,2,38,1,6,0,maven,false,open source,139,d5b8f01e32dbb25652643c11430106a15ed4bacd,improvement
54,LambdaTest_junit-selenium-hyperexecute-sample,6,4,89,24,11,4,40,11,28,6,10,3,maven,true,open source,356,78c858054d2dcf48c5cfb1f9f0606d92d8561129,improvement
58,SDIDSA_mesa-desktop,3,1,6,3,0,0,1,1,4,2,1,0,maven,false,open source,431,12e02df0c77758c8c6b08f9ea6d77c66112711f1,improvement
57,OmarAlHaj24_OnDriver,4,4,101,66,8,8,40,31,45,25,8,2,maven,true,open source,846,6d22afe7ad243ebf53449b694f7db5f6dd34cc69,improvement
65,cicirello_rho-mu,0,0,0,0,0,0,0,0,0,0,0,0,maven,true,open source,79,b15ed658d3b6cbfc0470b6f4be1c5277c1ea1c88,no improvement
63,eyesmoons_data-lineage-doris,17,10,494,183,28,13,188,90,215,63,63,17,maven,false,open source,1715,4b6a8d94b6a374b0c73c97b3254c119b420e21c3,improvement
74,fabricepipart_mgp-timings,2,2,25,25,5,5,9,9,8,8,3,3,maven,false,open source,188,2aa6c170d3e200c3ee8377102af417deb057e01d,no improvement
75,melin_sqlflow,0,0,0,0,0,0,0,0,0,0,0,0,maven,true,open source,131,a14e1878de6bedc02116320b8890ef50e855f6a1,no improvement
77,WhiteDG_mybatis-crypto,1,0,4,0,1,0,2,0,1,0,0,0,maven,false,open source,68,ee364b1634d0b3ac547af7372d26d7af20254c48,improvement
66,doudoutangs_6.eta_system,28,26,544,404,33,26,233,185,212,155,66,38,maven,false,open source,2371,644737ddfa9992513d6d30bad67a981342009752,improvement
79,Borgotto_OOP21-air-hockey,0,0,0,0,0,0,0,0,0,0,0,0,maven,false,open source,48,7ae08514eb98a81f620c66bfe835eaab8c9c1d18,no improvement
82,eclipse-tractusx_sldt-semantic-hub,19,18,208,202,15,13,47,44,116,115,30,30,maven,false,open source,1400,3f78f1afead57b16ecd626ba0a7f2d8d17ce1df4,improvement
87,AndriyKalashnykov_spring-on-k8s,6,2,59,24,12,2,26,14,18,6,3,2,maven,false,open source,78,1755611066d127328ab9bbae2ae5a81985a6571c,improvement
88,netcracker-edu_2021-msk-food-delivery,12,8,316,257,14,11,98,74,148,125,56,47,maven,false,open source,1194,721685b8c1eca601c7a318cfd4e7970b34fec2da,improvement
78,nickdrummond_star-wars-ontology,3,1,70,48,1,1,9,3,52,36,8,8,maven,false,open source,3636,05b3943a3f127aad27b7a3dcc64edd086f0d7904,improvement
99,sunquakes_jsonrpc4j,7,4,34,15,7,5,18,5,7,4,2,1,maven,true,open source,945,19e0f884fda43f6406831370dc9c439e167c1a41,improvement
96,h1alexbel_realo,14,14,253,249,18,18,95,93,113,111,27,27,maven,false,open source,1470,821dace57b94a02361f443f05e0cb93ad9c04b7e,improvement
102,Hasior888_databasehelper,0,0,0,0,0,0,0,0,0,0,0,0,maven,false,open source,53,7ec076463531dd1daad71ff16dbb5fce387e40e2,no improvement
106,zghehejun233_518_java_course_design,12,5,299,106,16,3,116,26,133,57,34,20,maven,true,open source,825,9b5ef995ad89b88d6484d2ce91e582f128461391,improvement
123,coffeelibs_tiny-oauth2-client,0,0,0,0,0,0,0,0,0,0,0,0,maven,true,open source,66,891652d657603be1411d5f47d3664d24314635b9,no improvement
125,subhh_mets2iiif,1,0,5,0,0,0,0,0,2,0,3,0,maven,false,open source,100,4b52539ec320e39e36eabbe21217dc1ed76b9e8e,improvement
126,lenve_scheduling,4,1,121,1,8,0,55,0,51,1,7,0,maven,false,open source,91,5271aef28ace083bb4643b780723cf9c63647569,improvement
127,jiangnanboy_jcorrector,2,1,13,4,0,0,5,3,6,1,2,0,maven,false,open source,293,87f490c8c4cd93097b83c5475a3767964fcc3153,improvement
112,strategyengine_fsedistributionservice,18,16,355,343,28,27,158,152,133,129,36,35,maven,true,open source,2104,6c505d4e6815a1893ff16c39247766cdd0ad2fb4,improvement
128,paimonx_mask,3,3,107,106,6,6,39,39,56,55,6,6,maven,false,open source,640,dbeef124fba40e1a42dd619ac56aa1887f515b3a,improvement
129,gx304419380_ai-service,10,4,126,61,7,7,59,23,39,27,21,4,maven,true,open source,812,c611c46fe3289a84106a01ddebb80740b073c3d5,improvement
130,lijile_easyflow,8,5,190,132,13,8,91,62,73,54,13,8,maven,false,open source,769,8c3562f8302d6251b62f3bdf75a1822944cfcba1,improvement
131,xsx344646090_x-easypdf,10,6,65,23,11,5,29,12,22,5,3,1,maven,false,open source,234,45386e8e58723e547ee8bfdb9d06a4a047a28fc3,improvement
136,lx1169732264_zdm,1,1,1,1,0,0,1,1,0,0,0,0,maven,false,open source,102,1076ac63986dc1eb1da71f47e055d2f0df8af333,no improvement
137,Java-Techie-jt_devops-automation,3,0,89,0,8,0,39,0,39,0,3,0,maven,true,open source,114,45242991d7b9a68b506c3db893835cd786be5e53,improvement
140,spdx_spdx-to-osv,1,1,10,7,1,1,5,4,4,2,0,0,maven,true,open source,386,98c4b890712bef3a28c3fa77b4983d6f6a369151,improvement
145,LovelyWhite_ddmc,2,1,5,1,0,0,4,1,1,0,0,0,maven,false,open source,70,ddb3e99fb9558424f14f9b9c627cc9d121b938bf,improvement
146,IMS94_spring-boot-jwt-authorization,4,2,132,4,8,0,57,3,56,1,11,0,maven,true,open source,156,8a2a484746127a8ea11bbba8e12a006b9ca38ac9,improvement
148,YunaBraska_nats-server-junit,0,0,0,0,0,0,0,0,0,0,0,0,maven,true,open source,76,391c47d40869f9761e1c0d0b2996fc934a4e4a46,no improvement
152,junweizeng_movie_recommendation_system_server,15,11,415,265,21,11,142,78,213,147,39,29,maven,false,open source,1286,fe0ccc956f47b90e5478fdd3276b976bfb117e68,improvement
164,JiHaiChannel_demo,2,1,30,16,3,2,15,8,11,6,1,0,maven,false,open source,480,d706b0492c0921749517c80b62ecae590c359ddb,improvement
165,MJUniversity_music-server,10,9,294,211,16,12,109,95,122,82,47,22,maven,true,open source,1212,75062c54be2088421984769fcd20b6c7b197fb6b,improvement
139,young-pastor_Young-Board-Server,24,24,704,704,30,30,260,260,317,317,97,97,maven,false,open source,8320,4c143bb0e23953576357c3a23db3d7cc7fc07619,no improvement
167,programmer-yili_yili-music,14,8,274,87,15,5,113,38,119,34,27,10,maven,false,open source,2002,57b668309c9acb23a112363f51eb77d5f04ad394,improvement
168,cbarkinozer_OnlineBankingRestAPI,12,10,336,291,18,14,111,93,162,141,45,43,maven,false,open source,1411,bd9d6fce91d0fe80a7abbbeac173f37d540344b0,improvement
171,dreamncn_CustomCrypto,1,0,2,0,1,0,1,0,0,0,0,0,maven,false,open source,61,ebb2de805927f0d727647dd532a6ca3dec31106c,improvement
170,Hyq0719_marketing-api-java-sdks,19,8,762,212,35,4,294,70,330,93,103,45,maven,false,open source,1134,e70b52d96845e9a25eaacd39398baef319ed20a0,improvement
173,rajatt95_MasterSeleniumFramework_BDD,7,2,47,16,7,3,20,7,18,6,2,0,maven,false,open source,136,589321ec878281ab7bb487986eb934cd7d93ccf2,improvement
172,whz11_log-collector,4,3,102,95,7,7,43,38,45,43,7,7,maven,false,open source,707,783dfde219f0846ff196f67b1d7b96ff4204f9ab,improvement
175,PPPHUANG_rpc-spring-starter,4,3,74,69,5,5,35,34,27,23,7,7,maven,false,open source,489,d5c1598b06714e65b58c6b2f5963cf8f3591eafb,improvement
179,tomstillcoding_Simple-RPC,0,0,0,0,0,0,0,0,0,0,0,0,maven,false,open source,42,4d3dc61f73bc462722123e47da9fded7c204d693,no improvement
178,gushakov_cleanddd,5,5,97,92,10,10,43,42,40,36,4,4,maven,true,open source,455,f382ec559d93d3f78052cc3532077b6262b44899,improvement
185,irabbit666666_unidbg-mt-server23,6,3,85,4,6,0,31,0,42,4,6,0,maven,false,open source,154,e3ac4043740b60b049b135cae81924f0434e27e5,improvement
184,aileftech_wikipedia-autovideo,7,0,63,0,0,0,11,0,39,0,13,0,maven,false,open source,652,a872db002bf356ac5b3c09d2eea13ade6c59d5cd,improvement
186,AFFT-520_NIEBot,5,2,18,9,1,1,10,6,6,1,1,1,maven,false,open source,369,15c937bcfd07bb0acab2197f483783ea0138aee1,improvement
188,leewyatt_FXGL_Tank,1,1,7,1,1,1,2,0,4,0,0,0,maven,false,open source,57,69dbded34c457720558c7600d4557dab05758a3b,improvement
191,Scorpio-m7_tomcat-backdoor,0,0,0,0,0,0,0,0,0,0,0,0,maven,false,open source,41,97a4ac113a640883eced4260db9e15f8dc6a472b,no improvement
195,wydpp_gb28181-client,8,5,86,75,4,3,33,30,34,31,15,11,maven,false,open source,385,c23a345b2c5d21878f792b304b9a620e55e041b5,improvement
198,anhtester_AutomationFrameworkCucumberTestNG,3,2,70,69,1,1,9,9,45,44,15,15,maven,true,open source,145,5cde3e960a16cc11dce6590d57f74f2579673d0e,improvement
200,google_quota-monitoring-solution,0,0,0,0,0,0,0,0,0,0,0,0,maven,false,open source,37,c0054476abcf4a09bd67899429087b3a4bbc65e2,no improvement
201,CodeShield-Security_Log4JShell-Bytecode-Detector,3,1,6,3,0,0,1,1,3,1,2,1,maven,true,open source,59,afe61d8996935aad3cddccd944512729ee8a323b,improvement
202,naveenanimation20_Playwright-Java-PageObjectModel,2,1,17,1,1,0,11,0,5,1,0,0,maven,false,open source,97,155e14732109e454aec1329b4abd2f9a866cf70d,improvement
204,kumait_kafkavisualizer,1,0,6,0,0,0,4,0,2,0,0,0,maven,false,open source,64,25acd6c2579330e297dd4c6242a0603cc7b54975,improvement
207,willyancaetano_junit5-exemplos,0,0,0,0,0,0,0,0,0,0,0,0,maven,false,open source,51,01e024cf59e28d8b6737851b398b4f3febe7d122,no improvement
208,ethanhwang1024_pdf-parser,3,1,4,2,0,0,1,0,2,1,1,1,maven,true,open source,62,906fe787a01c6f030d743361eb594fa3b5e96eaf,improvement
209,evrentan_spring-boot-project-example,7,7,203,192,15,15,84,82,89,82,15,13,maven,true,open source,830,91e0d5ed5996ce5de0286605ac539c5c984dc960,improvement
210,Kamilahsantos_serie-todo-list-youtube,7,5,225,92,13,7,73,42,105,37,34,6,maven,false,open source,418,8bfed50dcca7295d23134510570baf9d0d553329,improvement
