id,Project Name,Number of dependencies with vulnerabilities (Before),Number of dependencies with vulnerabilities (After),Number of vulnerabilities (Before),Number of vulnerabilities (After),Low vulnerabilities (Before),Low vulnerabilities (After),Medium vulnerabilities (Before),Medium vulnerabilities (After),High vulnerabilities (Before),High vulnerabilities (After),Critical vulnerabilities (Before),Critical vulnerabilities (After),Build Tool, Tests,Project Type,Execution Time (s),Artifacts,Improved
250,ashokitschool_spring-boot-docker-app,2,0,88,0,6,0,39,0,37,0,6,0,maven,false,open source,83,ce985f4d465f425056d1035cb90b449b9f021de6,improvement
251,madvirus_ddd-start2,12,10,297,137,20,17,132,48,118,64,27,8,maven,true,open source,860,d46b6cb6e09188d998e23658bfbd15ba868583be,improvement
253,spring2go_graphql_event_app,7,2,197,54,12,3,80,20,90,26,15,5,maven,true,open source,406,2f1df5dc100d15468766dd2ca02b0c0d0163243e,improvement
258,dbgee_fastjson-rce,7,1,186,1,12,0,77,1,77,0,20,0,maven,false,open source,128,6606d752e3a8459e71f21ad50992968d2d056edf,improvement
260,piinalpin_springboot-jpa-specification,4,0,101,0,8,0,38,0,46,0,9,0,maven,true,open source,144,9aad8b89f8c3d1d3b1cc44a3582e26c858194870,improvement
264,uncarbon97_helio-boot,1,0,47,0,3,0,19,0,23,0,2,0,maven,true,open source,136,cc31cab4efd51301c2b65cd1f430127dbfd18f9d,improvement
262,shannah_shellmarks,3,1,5,1,0,0,1,0,4,1,0,0,maven,false,open source,1980,0d36a0d10e48a6a7595c05ed52ec506e46fc6bda,improvement
269,a852203465_watermark,5,2,167,91,5,2,57,21,73,45,32,23,maven,true,open source,303,f46a802daa855259e238b8fd348a8bf01771aec5,improvement
265,The-Joker123_BigData_beauty_analysis,9,8,397,364,17,15,133,119,195,180,52,50,maven,true,open source,2138,b7e550a0a73c2f34509de4d2ffa7c8f7b138dc96,improvement
272,naynecoder_yorm,3,3,8,8,1,1,7,7,0,0,0,0,maven,false,open source,81,4a176d0fd642f530e99d2e05e1b2b2c1d0281577,no improvement
276,huntresslabs_log4shell-tester,8,1,104,1,2,0,29,0,58,1,15,0,maven,false,open source,202,66576ee16e70ed4b549ba6ff37b28987d62872a8,improvement
279,jimocode_CodeInspector,4,1,13,5,2,0,4,0,4,2,3,3,maven,false,open source,71,d222908b7aff4cd35255c3ea9c04320f60069030,improvement
280,fynch3r_DesignPatternDemos,0,0,0,0,0,0,0,0,0,0,0,0,maven,false,open source,50,5ce04115bd453436862d5a72af465b1a8bd23061,no improvement
282,shuoros_pepe-party,0,0,0,0,0,0,0,0,0,0,0,0,maven,false,open source,54,3ae40d0e51857f6f352f56093d48c6170194f3fe,no improvement
286,DragonCommissions_MixBukkit,2,1,3,1,0,0,2,1,1,0,0,0,maven,false,open source,100,2f3a678e557704fd90796a43754dceb899db8252,improvement
289,godzeo_shiro_cb_memshell,5,2,51,3,1,0,21,1,19,1,10,1,maven,false,open source,212,031428a0dedafb095bb5ceeab519d6d4f6f9a541,improvement
293,qishenghe_munin,3,1,227,70,9,2,66,30,104,25,48,13,maven,false,open source,69,44845d2a5d7c9a66999443a5e54a55b94eff7f7b,improvement
296,infinistor_ifsmover,6,2,73,7,2,1,15,4,48,2,8,0,maven,false,open source,163,4b510fad238f0c3aa5e7ba0762d6fe35335ca567,improvement
292,techsenger_ansi4j,2,0,3,0,2,0,1,0,0,0,0,0,maven,false,open source,959,77fe9a9a3f84ba1f883d6d27ed0be1f73c05cc90,improvement
299,schananas_reactive-stock-market,7,3,183,51,10,3,74,16,84,28,15,4,maven,true,open source,618,cdb5e6c616979c947002a05af9e33b3572b58df0,improvement
297,dpwgc_fast-im,6,6,180,177,12,12,86,86,71,69,11,10,maven,true,open source,1109,beee6b2dce3b57eb5a55b868bb6495735db8d54c,improvement
301,NotFound403_spring-security-oauth2-tutorial,6,2,205,2,13,0,78,2,86,0,28,0,maven,true,open source,123,cb29e24d3527939364a0dbdf5e9e84808bba7dfc,improvement
302,SimpleGraduationProjects_GraduationProjectThesisManagementSystem,19,6,313,87,7,4,88,35,142,30,76,18,maven,false,open source,519,b28d9ec28004d571a6e5c0d42517864b143bab7b,improvement
309,yihleego_trie4j,0,0,0,0,0,0,0,0,0,0,0,0,maven,true,open source,56,9a492b1ffde458ee17d2c027c68a8376254b3a8b,no improvement
310,yeeevip_yeeee_crowdfunding,17,11,498,315,26,14,181,104,233,154,58,43,maven,false,open source,856,527224b7e09ea965ddd747d10fabfd4c7f064246,improvement
312,minji0123_SpringBootShoppingMall,13,10,260,103,17,7,103,41,110,45,30,10,maven,false,open source,817,d226d8ba8bf2d008869bfd511af1eb765a4f7890,improvement
313,wxyShine_short-url,6,4,112,109,10,9,47,46,52,51,3,3,maven,false,open source,727,2bd4bdac175ae1800efe2d274cf4b1f0f06a3239,improvement
303,zzhougy_jianzhi-server,19,18,444,405,20,20,150,140,205,188,69,57,maven,true,open source,3103,cb6c4f716d15e42e609eb5975f5bf4740aa21997,improvement
315,Nasller_plugin-myagent,0,0,0,0,0,0,0,0,0,0,0,0,maven,false,open source,55,d27301ff5094193d943a26e18e3e9162314c3531,no improvement
314,JavaWebinar_topjava,2,1,4,2,2,1,2,1,0,0,0,0,maven,false,open source,149,2193298a5aaf2bb946618131fdb980ee63255d0b,improvement
317,penolegrus_Youtube-qa-project,5,1,99,6,7,1,22,4,56,1,14,0,maven,false,open source,126,a895b8b9fedd863b76bab5aaf127dcb6d58ed913,improvement
319,tangxiaofeng7_JavaLearning,16,4,332,95,8,3,77,39,160,38,87,15,maven,false,open source,193,9cc78ba5cee977f6797979281a1e832f83b54f26,improvement
323,hannotify_eleven-crazy-java-things,0,0,0,0,0,0,0,0,0,0,0,0,maven,true,open source,51,df317204fbfc57b0e7198ce9d10eda7249247954,no improvement
325,ValdirCezar_curso-api,5,5,141,41,10,11,65,13,56,14,10,3,maven,true,open source,361,aefa20b93f8aa688e3acbba454804321f8c78929,improvement
326,j5s_SpringInspector,2,0,7,0,1,0,1,0,2,0,3,0,maven,false,open source,88,7bf1e5e647a4d953565e8cd8f2e4e5d8c1825161,improvement
328,wolfchief-inc_kysymys,15,2,355,4,23,1,163,3,138,0,31,0,maven,false,open source,315,7c9284bb803292f9a6ae582fa0ecab376163ed93,improvement
329,ZouJunJieNB_e-rpc,8,8,111,88,7,6,49,40,38,31,17,11,maven,false,open source,516,a2f3055e73b2753eb8f7c5201049c084e49d9104,improvement
316,dlsc-software-consulting-gmbh_ShowcaseFX,2,2,2,2,2,2,0,0,0,0,0,0,maven,false,open source,1972,6e26a5f14d1c4a1ee0d9155091eec3948a33f7fc,no improvement
331,nickyat_elasticsearch-analysis-morphology,1,0,9,0,0,0,9,0,0,0,0,0,maven,false,open source,159,418439681052a3cab2f470d6b63851d19fa77953,improvement
333,leewyatt_FXGL_TowerDefense,1,1,7,1,1,1,2,0,4,0,0,0,maven,false,open source,50,46086ce029476de5e0a5b03484f0f052c1e3249e,improvement
337,DBChoco_Salawat,1,1,1,1,0,0,1,1,0,0,0,0,maven,false,open source,106,0a173934434860e5c6c430615578e9b4c9f0db64,no improvement
339,koval666_springspecwrapper,3,3,49,49,5,5,23,23,19,19,2,2,maven,true,open source,336,49f19834d56a6ded6a83834a67d06c140ba0789a,no improvement
342,iqiancheng_sparrow-recsys-spring-boot,5,2,73,40,5,5,25,17,37,16,6,2,maven,false,open source,661,e13ff95fcdaa58c17102890b016b09e31fbd3e10,improvement
344,RipperTs_tiktok-device-registration,9,3,106,3,5,0,46,1,47,2,8,0,maven,true,open source,138,08efa14c21ed8139b695005f821ff282e0b0e1e6,improvement
345,Rain238_rain-robot,8,6,142,93,10,8,64,40,63,41,5,4,maven,false,open source,620,138bb087271c77ca6c4c53472852dcdc355cc31d,improvement
346,kiberohrannik_webflux-log,4,4,122,94,13,11,54,42,49,39,6,2,maven,true,open source,1106,257e23d1ef441874920d787904470271e99a4a6d,improvement
351,MrOwenovo_KarGoBangWebServer,10,10,202,147,17,17,92,58,84,67,9,5,maven,false,open source,1063,9e492722ae5030b0e719761bf872712d7ca0a7e0,improvement
355,emthaibara_joint-cinema,0,0,0,0,0,0,0,0,0,0,0,0,maven,false,open source,44,808da31ba96bebecabc6d8ea589a007d6637d48c,no improvement
356,RameshMF_spring-boot-jpa-course,3,1,54,1,5,0,22,0,25,1,2,0,maven,false,open source,314,d2cda31bf5d0e0b817719ffec2fd41b04fe77e3f,improvement
358,Sec-Fork_JSPHorse,2,1,6,5,0,0,1,0,2,2,3,3,maven,true,open source,222,430ab0df5e8507292586c940e1b61fca70005217,improvement
343,lydtechconsulting_kafka-streams,17,9,309,115,18,7,160,61,116,44,15,3,maven,true,open source,4444,c88914bc868b40251d95e5869c14fe78a06ed6b8,improvement
359,jomatt_spring-boot-multitenant-sample,5,4,63,27,10,6,19,10,31,9,3,2,maven,true,open source,335,d35dea83465e02e411e36aca7ae0c6f6c6ba3ca7,improvement
364,toys-lang_toys,0,0,0,0,0,0,0,0,0,0,0,0,maven,true,open source,65,685ac74d15dcaed4f9385e58141d00659c0d6b7c,no improvement
367,cloudsimplus_cloudsimplus-examples,3,1,10,3,3,1,3,1,4,1,0,0,maven,false,open source,65,f905f157ceba4e1c9a966ae835b2d87d7e8607a6,improvement
363,KakarottoCui_RecruitSys,13,11,287,174,14,12,103,80,136,70,34,12,maven,false,open source,1219,44f589f02c7b6d54d73cc3dd32448eb891a46fa9,improvement
371,Sowevo_bjjnts,3,0,30,0,3,0,15,0,9,0,3,0,maven,false,open source,75,ebe3118e79873b87cf8091e2d8ac63022c1e00e6,improvement
372,li-xiao-shuang_on-nacos,6,4,583,52,34,4,217,20,267,26,65,2,maven,false,open source,161,7330f84d1e899791bfbac7adbc5a608adc706c72,improvement
373,henkelmax_rnnoise4j,0,0,0,0,0,0,0,0,0,0,0,0,maven,false,open source,42,50c4d4a4864501fffb91f40831d91cc2813fb2f5,no improvement
378,amrutprabhu_grafana-prometheus,5,0,115,0,10,0,48,0,52,0,5,0,maven,true,open source,108,8613065490d3a4c426172b3f91831573c0151ceb,improvement
381,gurkanucar_jwt-project,10,7,250,115,18,13,101,37,111,54,20,11,maven,false,open source,854,0ea6a937308140d75646bd6caeac56c4f6b65ca5,improvement
384,Shockang_algorithm,1,0,2,0,1,0,1,0,0,0,0,0,maven,true,open source,231,8e770352ff2e2093247061e2d89239541ef9f752,improvement
385,bischoffdev_code-smells,0,0,0,0,0,0,0,0,0,0,0,0,maven,false,open source,45,b535724bc662a09c38d67f954f433631c9ab6a81,no improvement
389,hsbc_cranker-connector,1,1,3,3,0,0,2,2,1,1,0,0,maven,true,open source,166,fc5d160c4bc5a2ce8d7264a921c695172e6c030b,no improvement
391,Rodert_springboot-flowable,4,4,175,163,8,8,49,45,90,86,28,24,maven,false,open source,538,d8355583e9d20a5b3da0dbd57b2d643d5b126119,improvement
392,spancer_zeus,15,6,66,14,5,4,24,4,31,3,6,3,maven,false,open source,171,3bb34cb69821027e349e8486376ccef5b0ef23fd,improvement
393,lz2y_yaml-payload-for-ruoyi,1,1,61,36,3,4,25,15,28,15,5,2,maven,false,open source,317,d2b994d11800fc14b25ab0407a53e87a68897c1f,improvement
397,MichelliBrito_parking-control-api,5,0,128,0,11,0,53,0,55,0,9,0,maven,false,open source,93,19b23c71b8aecb3a34eca38f16f368f3550b017e,improvement
398,hamitmizrak_KodluyoruzSpringBoot,16,9,404,253,22,11,141,85,186,118,55,39,maven,true,open source,765,65f3a2ccdad7f715e7798840145469256eecd4bc,improvement
407,p08dev_keycloak-hcaptcha,4,0,52,0,8,0,25,0,19,0,0,0,maven,false,open source,70,4ae86adfb67c494e5c6e2f2a48cf027d2c871ebf,improvement
408,RayZhhh_vlumino,1,1,1,1,0,0,0,1,0,0,1,0,maven,false,open source,60,47d28a7f7b58da0b994998c5cde3c94817cfd8ec,improvement
409,Developer-Mike_Minecraft-Bedrock-Formation-Finder-1.18,1,0,2,0,1,0,1,0,0,0,0,0,maven,false,open source,45,495a577f2307dd2ff3496c67c384950f3f49bcc3,improvement
412,EalenXie_gitlab-webhook-robot,3,0,87,0,5,0,40,0,36,0,6,0,maven,false,open source,77,37aac0b31c25353e948a08b1bc051c12b34a5941,improvement
414,Rapter1990_SpringBootElk,6,5,124,119,11,10,49,48,61,58,3,3,maven,false,open source,631,683d5fc0d1b719dc9092a98aed8e475dd0c02585,improvement
417,koushikkothagal_reactive-java-workshop,0,0,0,0,0,0,0,0,0,0,0,0,maven,false,open source,43,6e3757548f10c4c266c22fb94ad4941e6b45bc31,no improvement
368,Mindgamesnl_storm,1,0,1,0,0,0,0,0,1,0,0,0,maven,true,open source,13196,e1f961b48063cffdfc85284dcdb3dd28102ad1ce,improvement
419,OrderLab_OKLib,4,1,15,1,1,1,5,0,8,0,1,0,maven,true,open source,107,bad08e093e0bcc874409cfb9138c32730e599653,improvement
421,sd-f_keycloak-custom-attribute-idp-linking,6,1,118,5,19,0,53,0,43,2,3,3,maven,false,open source,133,6462fddb00b15215f9b8c2036f0a594848acc311,improvement
422,forax_macro,0,0,0,0,0,0,0,0,0,0,0,0,maven,true,open source,57,618aa2ec23f9d06e78ad630420087d9111ab1635,no improvement
423,Aaron-Akhtar_AkhtarWall,1,0,1,0,0,0,0,0,1,0,0,0,maven,false,open source,53,ff9fb24a14eefa639cbc91d5767e5ca7c910d89c,improvement
425,hellodk34_link-cleaner,1,0,8,0,0,0,0,0,5,0,3,0,maven,false,open source,64,ddb8d86558cb8902f2911c0020a1afbf63accbf5,improvement
427,cami-la_academia-digital,5,0,137,0,11,0,61,0,56,0,9,0,maven,false,open source,108,0b7dfb5bca30603b0047bbd0100db556fd6721f7,improvement
431,zuoyuip_easy-mybatis,2,2,18,12,2,2,3,1,9,5,4,4,maven,false,open source,108,5bd239f999480bfb067f00aa4196bc3fa4533a3a,improvement
434,ecsimsw_fast-crud,3,3,96,96,6,6,43,43,40,40,7,7,maven,false,open source,642,0daf8aba9b13d5bed05155f5f07453f7dfa5ab53,no improvement
444,ugurcanlacin_backendstory,6,3,730,12,36,0,230,12,396,0,68,0,maven,true,open source,224,89421bc7ccef59bf5ea1c306ca4e8c78fa419089,improvement
447,renfei_ik-analyzer,0,0,0,0,0,0,0,0,0,0,0,0,maven,false,open source,70,ce4e534d99528270d96639230275a81f4df7e118,no improvement
449,dowsonlee2007_webdav-aliyundriver,3,1,90,3,6,0,40,2,38,1,6,0,maven,false,open source,102,04a97ea189926080c4e02356c140d8df1a5e057e,improvement
450,bezkoder_spring-boot-login-example,8,7,97,73,13,9,31,24,49,37,4,3,maven,false,open source,402,43452bb02bc69c47687137b42b68a16b7d77e1c5,improvement
451,minicp_minicp,0,0,0,0,0,0,0,0,0,0,0,0,maven,true,open source,63,d6d34da7e947ba9d0b7e864122eb65e95f0e618d,no improvement
453,jjeanjacques10_twitter-microservices,28,4,1303,41,94,2,499,15,629,22,81,2,maven,false,open source,1061,154e56406a008fc43eaba0945965db13bec01af5,improvement
456,puckiestyle_JNDI-Exploit-Kit,5,1,28,15,5,4,11,4,8,5,4,2,maven,true,open source,97,d2f98cddd8711417f81d0c56420bd6e19e3b494c,improvement
457,mxsm_rain,11,6,156,27,14,4,65,12,73,11,4,0,maven,false,open source,172,f4121740e542c8c86921a7d8ea7374ff83c921b6,improvement
460,addu390_hybrid-spatial-index,0,0,0,0,0,0,0,0,0,0,0,0,maven,false,open source,41,64ebaf58cdcc2975aad2bab3ea8222fd79503f8b,no improvement
461,tdonuk_restaurant-management-system,14,3,357,9,24,0,171,8,132,1,30,0,maven,false,open source,172,74ea436412b972d9ad85e216de21e3fe73ed4383,improvement
465,jtablesaw_plotly.java,3,1,6,1,1,0,1,0,3,1,1,0,maven,true,open source,76,22329c72f05596f20d282a6c7e684f9385f98412,improvement
467,ddostest123_Burpsuite-UAScan,0,0,0,0,0,0,0,0,0,0,0,0,maven,false,open source,44,5ba4f9cd8b31210cb8e8c0697b46bf17e096c2bb,no improvement
468,changheluor007_JSPKiller,4,2,11,7,2,1,4,1,2,2,3,3,maven,false,open source,98,99a5a2711ffe681ea32b68193fe30de68a64cf8e,improvement
477,willyancaetano_mockito-exemplos,0,0,0,0,0,0,0,0,0,0,0,0,maven,true,open source,48,bf3bfaa25f14602aa0d1ff7b302c947dd2109612,no improvement
483,baidu_smartapp-openapi-java,3,1,4,1,0,0,2,1,0,0,2,0,maven,true,open source,107,5e8fcdd6c3f6393589f2a95bf8f654741261d3ec,improvement
484,SUPSI-DTI-ISIN_java-consistent-hashing-algorithms,2,0,9,0,1,0,6,0,2,0,0,0,maven,true,open source,585,68803f8009838119f727fc51e6d4449443a760ba,improvement
486,jagrosh_DiscordInteractions,4,2,13,7,3,1,7,5,3,1,0,0,maven,false,open source,194,f825cc9a6aec62da02a4cc53cbedab5147bb49d7,improvement
487,YiMing-Chris_project,9,9,324,324,12,12,102,102,165,165,45,45,maven,false,open source,1788,0a3c2c043a111ab07117a97b117c4060ce6df4aa,no improvement
493,forax_kata-java17,0,0,0,0,0,0,0,0,0,0,0,0,maven,false,open source,60,d043b4f0597ceadf1678cbbede02f012b124ebdf,no improvement
494,Morgan279_MemoryBasedBPlusTree,0,0,0,0,0,0,0,0,0,0,0,0,maven,true,open source,47,6974e18b3e3c3698e1e228e83faec42529715b39,no improvement
496,LordRekishi_treasure-hunt-game,0,0,0,0,0,0,0,0,0,0,0,0,maven,false,open source,47,4662295fce2d8c2d9135e5b59524e16720023770,no improvement
499,group-robot_feishu-robot-java,1,0,7,0,0,0,0,0,5,0,2,0,maven,false,open source,80,5aacac080249be0735bd032980d04eb997654455,improvement
500,laziobird_opentelemetry-jaeger,3,3,81,81,7,7,33,33,35,35,6,6,maven,false,open source,443,09569d9accb9aac9f48418fc7543ea3eb78e854b,no improvement
505,rentianle2023_LipsticksGeek-BackEnd,18,15,437,305,28,22,177,134,194,122,38,27,maven,false,open source,1854,db4f74d4d4137c3504ef18236168c0da5a064dce,improvement
509,ubsice_ubsi-core,6,0,16,0,0,0,14,0,2,0,0,0,maven,true,open source,132,672cc50f5c7006f3b9332c70d8369f8aa5fd1fc1,improvement
512,Auties00_Optionless,0,0,0,0,0,0,0,0,0,0,0,0,maven,false,open source,60,affe8f08ce2c5860f1ba25748ea252ff04f1be0d,no improvement
513,Mahongsheng_literature-retrieval,6,5,187,161,11,9,93,80,73,64,10,8,maven,false,open source,964,f353ef22a9a04df4b52aa08d1add6b913dd77e2b,improvement
518,aws-samples_amazon-appflow-custom-jdbc-connector,4,1,25,8,1,1,9,2,14,5,1,0,maven,true,open source,148,214944bbfc437f43676b97c5e71824d3c42a8e7c,improvement
522,its-c10_dialogue,0,0,0,0,0,0,0,0,0,0,0,0,maven,false,open source,74,fc0c82ff44ebcbd9188279d4f5d38af87c3b0182,no improvement
524,joseluisgs_SpringBoot-Productos-REST-DAM-2021-2022,9,9,213,130,13,14,75,51,101,47,24,18,maven,true,open source,856,e24812f89a327769055d8f73207d0578aa6a5acd,improvement
526,logtail_logback-logtail,1,0,4,0,1,0,1,0,2,0,0,0,maven,false,open source,97,4c8e483bead5c92c2f14484b88c3bf69febe5761,improvement
527,LinWanCen_java-to-diagrams,5,4,14,9,1,1,5,5,7,2,1,1,maven,false,open source,148,79467cb95de396a77aeba69c346d9eda7f17c963,improvement
528,WinterChenS_airportal,10,7,284,213,14,12,83,50,149,118,38,33,maven,false,open source,617,2694664630bcccfaf0a480885e9abb08c57152cf,improvement
532,CuteLuoBo_live-danmu-archive,6,1,34,10,1,1,12,5,19,4,2,0,maven,true,open source,233,3189480b9590a50360e751fa58d5fb55b036b767,improvement
534,luigiurbano_Reinforced-Wavsep,3,1,13,1,0,0,4,0,8,1,1,0,maven,false,open source,89,962d566ebe51a3f64f772b6c1856d99f1150ba4a,improvement
537,eolinker_sql2dsl,3,2,169,71,8,2,64,31,70,25,27,13,maven,true,open source,78,44e3b02b378d02f19dbc689d0f309378bd537cb3,improvement
542,dreamlike-ocean_oceanet,1,0,1,0,0,0,0,0,1,0,0,0,maven,true,open source,55,b5bd9bd89aca0ba3d04ace722f905099ea5865f6,improvement
530,little-pinecone_spring-boot-swagger-ui-keycloak,7,7,260,246,14,13,113,109,106,99,27,25,maven,true,open source,1084,1047ded82a53752a853dedd1e97fbe9785b944ea,improvement
548,romanboehm_jsonwheel,0,0,0,0,0,0,0,0,0,0,0,0,maven,true,open source,86,2cae451c83acdde10e74d9f9a42ff740140c36cf,no improvement
550,opendataio_ratis-shell,2,0,8,0,2,0,2,0,1,0,3,0,maven,false,open source,193,ed3f54f082223a6503bef831b9da52f3dcdefea7,improvement
554,polyzos_pulsar-flink-stateful-streams,5,4,31,27,1,0,19,18,11,9,0,0,maven,false,open source,181,3520d861b137fed71b94e597b37b39d444590929,improvement
555,bulutluoz_Selenium_4-Yenilikler,3,2,52,13,5,2,29,9,15,1,3,1,maven,true,open source,323,ee1690d7f0d3a27263846ba952cc269fa9cb0472,improvement
549,KeepInlove_hairorder,10,5,201,55,13,6,93,25,82,22,13,2,maven,false,open source,871,77ddb3584ec46c2fce94b9b7b8542d2c7d6dc80a,improvement
557,Azure-Samples_java-docs-spring-hello-world,2,0,69,0,6,0,29,0,32,0,2,0,maven,true,open source,98,09629beece4cfb71f189c649951d927f717ac58e,improvement
562,gadfly3173_douyin-open-api-sdk,7,4,25,7,2,1,10,4,11,1,2,1,maven,false,open source,611,69755b1acf02e6fda7e1f7c07ad320d485438b4e,improvement
560,Rapter1990_SpringBootNeo4jShortestPath,6,6,125,125,10,10,58,58,54,54,3,3,maven,false,open source,688,c10872c79e53e27305c20182abbcd91b05f0b6ee,no improvement
564,setokk_CovIDetect,3,1,3,1,2,1,0,0,0,0,1,0,maven,true,open source,395,9c483e23c95713abdfd287ac8234636891703b7c,improvement
567,shabbirdwd53_spring-security-tutorial,11,4,598,9,36,0,227,7,254,2,81,0,maven,false,open source,327,bc7c35dfa14527fa0e5fad27e16d3d80849b60cf,improvement
570,nghia3110_Dictionary-App,0,0,0,0,0,0,0,0,0,0,0,0,maven,false,open source,46,63e663b0e8177de9b586db3681eb73ea58742ba0,no improvement
571,mariasantosdev_e-commerce-database,7,3,178,33,13,6,71,13,78,12,16,2,maven,false,open source,250,f855f61e07c680a2d9e81197a796bd6485e5f203,improvement
574,wuyou-123_wuyou-robot,8,8,201,201,12,12,89,89,85,85,15,15,maven,false,open source,1017,8e2c9c14fd38b503b2dd522dee78608a1b03353e,no improvement
575,hamitmizrak_TechCareerSpringBoot1,15,10,375,196,20,15,124,78,177,78,54,25,maven,true,open source,1117,609d7071c9e3fdd9bd82eba0f62561bcc7e7258f,improvement
577,polarismesh_spring-boot-polaris,9,4,591,324,30,18,257,156,272,144,32,6,maven,false,open source,176,73024e921750bc7861c5731a112feef06dacb5c8,improvement
578,mangila_spring-restful-jpa-flyway,12,11,179,147,14,11,78,66,81,64,6,6,maven,false,open source,1042,8f5e667eb461752a84deb5a8955e71c288ce248f,improvement
580,paneladev_agenda-service,12,8,257,117,18,9,111,54,103,44,25,10,maven,true,open source,1063,faf956d56017b123162b3ac7ab9e79616ade6785,improvement
583,vincenttuan_2022-SpringSecurity-01-Authenication,6,2,189,2,12,0,76,2,76,0,25,0,maven,false,open source,112,557a398ba8a09d6b424d81854f6bd20846b4de7a,improvement
584,uncarbon97_helio-starters,14,13,156,151,16,14,70,69,63,61,7,7,maven,false,open source,485,e083af8eb10c4f22c996832e32cd4ebd3c45f4a8,improvement
586,qiuChengleiy_java-thread-all,0,0,0,0,0,0,0,0,0,0,0,0,maven,false,open source,46,87642b6684ee26c3c3d914b0e98814675a0156bf,no improvement
587,xj1988_invoice-pdf-parse,3,0,9,0,0,0,7,0,0,0,2,0,maven,false,open source,75,e7ee18287644e53f968affbf40fe2454d90cc5c7,improvement
582,wenqiglantz_multi-tenancy-spring-boot,11,10,224,190,17,16,92,77,96,82,19,15,maven,false,open source,1174,fc0b5a71de3422f4564edd91e1d02b5d86091eca,improvement
591,bulutluoz_30-dakikada-Selenium-Serisi,3,1,43,6,5,1,27,4,8,1,3,0,maven,true,open source,95,49a36eea610e7fa93e0c7889da8c858bfae8bcea,improvement
592,linux-china_java-error-messages-wizard,0,0,0,0,0,0,0,0,0,0,0,0,maven,true,open source,50,b9747b48b705419a17dec4921fd62882c5fa34fc,no improvement
593,dingan-work_digital-asset-wallet,9,9,247,247,12,12,103,103,127,127,5,5,maven,false,open source,905,d8415823e446b8a1fb90ff7b41bc4a07843d1484,no improvement
600,DMzmwh_sensitive-word-plus,0,0,0,0,0,0,0,0,0,0,0,0,maven,false,open source,55,af7030b82f222082cc5499331b902d755171e981,no improvement
602,liuruibin_ms-jmeter-core,33,10,1121,266,13,4,417,110,596,119,95,33,maven,false,open source,860,372d4d1776831ca7429757a1601891c2721ff409,improvement
606,eelyvy_log4jshell-pdf,2,0,5,0,0,0,2,0,1,0,2,0,maven,false,open source,64,00a294d003d05fae3e7719d0d9e7118369227fe6,improvement
589,duxinglangzi_canal-spring-boot-starter,3,2,116,59,8,6,57,27,45,23,6,3,maven,false,open source,3401,cb20076439f0c8219036ded7448c14ad04e9db12,improvement
613,CI-CMG_aws-s3-outputstream,1,0,1,0,0,0,0,0,1,0,0,0,maven,true,open source,146,226cf3b28166cafea380155b90a4fed3282abb0b,improvement
614,infinistor_ifsmoverrest,7,1,26,1,4,0,10,1,12,0,0,0,maven,false,open source,278,727cfacd3a03e546b88c2b3f541669bf167821ab,improvement
615,hamitmizrak_InnovaMVC,7,1,161,1,12,0,63,0,75,1,11,0,maven,true,open source,161,daa03a08856db031331ea0fecb9bc5a72b1ad213,improvement
617,EdrilanBerisha_olingo-spring-example,11,1,236,1,14,0,105,0,100,0,17,1,maven,false,open source,158,cbcb27b5ed460189fe3d33c0210d8fc3df7ba240,improvement
618,bertoxious_SpringBootJWT,6,6,209,209,10,10,62,62,102,102,35,35,maven,true,open source,708,7d54eab59d3c4bc4b7c0d0209b95f055d9c67e84,no improvement
619,AleksK1NG_Java-Spring-CQRS-Microservice,14,3,317,51,23,4,132,26,137,19,25,2,maven,false,open source,234,b7e4d579532dba8fb22a1db04acaa227a087ceae,improvement
621,pratovv_CourseWork,8,8,199,97,11,11,67,42,95,39,26,5,maven,false,open source,450,6d311fd90eda5c414921d19406a1bdbf3aa943a5,improvement
626,berndruecker_camunda-7-remote-spring-boot-example,2,2,59,50,4,4,28,25,26,20,1,1,maven,false,open source,714,46618f433608b43a8772ec2c8dbbe8b4c968af55,improvement
629,tauh33dkhan_fastjson-1.2.80-test-lab,2,2,48,47,3,3,20,20,23,22,2,2,maven,false,open source,223,23ed95f1d410265aa20cc24446599ef04b1f8c1c,improvement
632,victorcouste_trino-encrypt-udfs,4,0,61,0,10,0,27,0,22,0,2,0,maven,true,open source,508,6661c07e5ab56261f3cba988d60417382ec3a9ec,improvement
633,pizihao_crow,0,0,0,0,0,0,0,0,0,0,0,0,maven,true,open source,76,d84e34dff84e70ab828c264c60bbd4a73a6b05d0,no improvement
634,larusx_YikePhotoAlbumDownloader,4,0,10,0,2,0,3,0,1,0,4,0,maven,false,open source,62,4deeba5df1c44d4ebb3934fd14a1f16ae185b753,improvement
636,cym1102_mongoHelper,2,1,5,2,2,1,1,0,2,1,0,0,maven,false,open source,91,7a0f0314ee52517287aa9d5f100319d77ab3694d,improvement
645,jacksonmotazup_pagamentos,7,5,167,113,13,8,75,48,67,48,12,9,maven,false,open source,705,19648018a3045520d41588eae175c9ce3cd3b7d0,improvement
649,AzulSystems_tussle-framework,2,1,12,1,0,0,6,0,6,1,0,0,maven,false,open source,121,89bc08b11579048fe60f80b763594704ad1f88e1,improvement
